Firm,Period,ICB Sector,ROA,ROE,TA,Total Liabilities,OI_GROWTH,REV_GROWTH_YoY_in_percent,Treated,After_YoY
IPCC.JK,2019Q2,Industrial Transportation,3.291687195,4,1281178144000,87130919000,-49.29498769,-17.6541386,1,0
IPCM.JK,2019Q2,Industrial Transportation,2.202523353,2,1187922482000,118037677000,-112.5215586,-6.438613648,1,0
IPOL.JK,2019Q2,General Industrials,0.397373356,1,3959357421250,1890110203800,19.83385527,-4.299608552,1,0
ISAT.JK,2019Q2,Telecommunications Service Providers,-0.073142201,0,55862548000000,45022432000000,-7.831563479,16.22825709,0,0
ISSP.JK,2019Q2,Industrial Metals and Mining,0.467313803,1,6700157000000,3518010000000,33.10415448,10.43969247,1,0
ITMA.JK,2019Q2,"Oil, Gas and Coal",2.970949399,3,1955340276250,4177599750,64.02739173,-3.957299245,0,0
ITMG.JK,2019Q2,"Oil, Gas and Coal",2.146462432,4,18704367375000,6139699625000,-32.67786122,0.6707126,0,0
JAWA.JK,2019Q2,Food Producers,-1.906303637,-12,3525979784660,3011921188600,-1005.113363,-1.597115392,0,0
JECC.JK,2019Q2,Technology Hardware & Equipment,1.393481229,5,1986383992000,1449007603000,-50.90206906,14.9285702,0,0
JGLE.JK,2019Q2,Travel and Leisure,-0.396018339,-1,3821810316720,1564468038760,-40.5291576,-11.30837261,1,0
JIHD.JK,2019Q2,Real Estate Investment and Services Development,0.294030534,0,6591969969000,3022358244000,-84.23536675,-7.833947526,1,0
JKON.JK,2019Q2,Construction and Materials,0.060681872,0,5061461289000,2406072280000,-85.70968846,12.74355513,0,0
JPFA.JK,2019Q2,Food Producers,2.446431817,5,25216487000000,15467540000000,-23.93337924,9.434595276,0,0
JRPT.JK,2019Q2,Real Estate Investment and Services Development,2.30989188,4,11026479576000,4475955284000,14.29121222,7.819310199,1,0
JSKY.JK,2019Q2,Alternative Energy,1.472356503,4,570829524610,358483067470,22.77455432,21.14541141,0,0
JSMR.JK,2019Q2,Industrial Transportation,0.519558885,3,89670610000000,72010616000000,19.93101152,-31.32908992,1,0
JSPT.JK,2019Q2,Travel and Leisure,0.12136732,0,5138712445000,2719237742000,-66.96597506,-45.658636,1,0
JTPE.JK,2019Q2,Industrial Support Services,2.699960624,4,1039405338160,432702023590,185.7609128,39.15207854,1,0
KAEF.JK,2019Q2,Pharmaceuticals and Biotechnology,0.331228564,1,16797529135000,9389227342530,-14.06875663,41.74986651,0,0
KBLI.JK,2019Q2,Electronic and Electrical Equipment,1.886946364,3,3064089466000,1204585517000,176.4803909,16.54009517,1,0
KBLM.JK,2019Q2,Electronic and Electrical Equipment,0.715595163,1,1301908358060,479496495620,742.6742095,19.77188682,1,0
KBLV.JK,2019Q2,Telecommunications Service Providers,-0.718400078,-2,6910234000000,4937487000000,-100.2630399,-82.66062495,0,0
KBRI.JK,2019Q2,Industrial Materials,-4.119607937,-15,1171234610860,867717166300,-63.22510171,-77.19175914,1,0
KDSI.JK,2019Q2,Household Goods and Home Construction,1.598368215,4,1414885425880,818239101650,55.38682862,-3.904970437,0,0
KIAS.JK,2019Q2,Construction and Materials,-2.478369913,-3,1619567374990,380229051330,-11.11720951,-12.94804421,0,0
KICI.JK,2019Q2,Household Goods and Home Construction,-0.586167748,-1,154135103310,62184082600,-218.1988684,24.55743451,0,0
KIJA.JK,2019Q2,Real Estate Investment and Services Development,-0.20913284,0,11952676457400,6617233974070,336.7698588,-30.82372815,1,0
KINO.JK,2019Q2,"Personal Care, Drug and Grocery Stores",1.29126944,2,4603632865380,2125212473180,78.40762278,40.03480725,0,0
KIOS.JK,2019Q2,Software & Computer Services,0.193420752,0,263284989750,148915993280,24.78513666,0.637669551,1,0
KKGI.JK,2019Q2,"Oil, Gas and Coal",3.283882198,5,1731137682500,572417250600,-247.1393524,450.4703248,0,0
KLBF.JK,2019Q2,Pharmaceuticals and Biotechnology,3.552581494,4,18813050576860,4148160712670,5.880577641,8.340691039,0,0
KMTR.JK,2019Q2,Automobiles and Parts,1.600153266,4,4742857467630,2949920647610,60.37146775,8.170388231,1,0
KOBX.JK,2019Q2,Industrial Transportation,-0.123950714,-1,1822337440000,1349105754750,7.202157087,-27.06401336,1,0
KOIN.JK,2019Q2,Retailers,-0.246464878,-2,741462849720,717436111090,-219.5407654,-11.94034613,1,0
KONI.JK,2019Q2,Leisure Goods,-1.12750051,-11,116627629220,109574231330,-63.2373723,-15.37096119,1,0
KOPI.JK,2019Q2,"Oil, Gas and Coal",3.087247613,6,164161337680,80403865870,-202.2121014,131.5403514,0,0
KPAS.JK,2019Q2,Medical Equipment and Services,0.079180333,0,237056060600,95223266060,-31.93905584,2.786074784,0,0
KPIG.JK,2019Q2,Real Estate Investment and Services Development,1.458706092,2,24971024268650,4755916024180,-3.562842327,9.180413965,1,0
KRAH.JK,2019Q2,Industrial Engineering,-9.816841426,-40,645953214550,412574116840,-8.939034083,-54.00324747,1,0
KRAS.JK,2019Q2,Industrial Metals and Mining,-1.746539301,-4,60325459625000,36172656000000,186.2761655,-24.17333245,1,0
KREN.JK,2019Q2,Investment Banking and Brokerage Services,4.637437381,7,3525499595440,1871736334620,34.66504419,63.03569993,1,0
LAND.JK,2019Q2,Real Estate Investment and Services Development,0.696011981,1,695340645610,151608456700,-56.22444718,-30.40411583,1,0
LCKM.JK,2019Q2,Construction and Materials,1.290104814,1,131079983150,887156870,5441.758074,141.3702004,0,0
LEAD.JK,2019Q2,"Oil, Gas and Coal",-2.246079486,-7,2194362118650,1544195718000,24.42985512,-17.15499985,0,0
LINK.JK,2019Q2,Telecommunications Service Providers,4.294482333,6,6102227000000,1144314000000,-3.154133606,-2.5571396,0,0
LION.JK,2019Q2,Industrial Metals and Mining,0.377774612,1,678740749220,213662325610,-76.6758278,-4.816578991,1,0
LMAS.JK,2019Q2,Media,0.913342314,3,415835962760,348901016590,38.49715052,47.70064147,1,0
LMPI.JK,2019Q2,Household Goods and Home Construction,-1.365949658,-3,752747617460,465569770630,-207.4309206,6.881241125,0,0
LMSH.JK,2019Q2,Industrial Metals and Mining,-3.932148743,-5,148892030930,25862122110,-191.6547461,-30.38630116,1,0
LPCK.JK,2019Q2,Real Estate Investment and Services Development,0.6032504,1,9898488000000,2003477000000,-98.02308786,-65.56281627,1,0
LPIN.JK,2019Q2,Automobiles and Parts,2.613063876,3,302402815910,28935603820,-77.0619608,-21.79763596,1,0
LPKR.JK,2019Q2,Real Estate Investment and Services Development,-2.974811414,-7,52897925000000,30389074000000,-1989.720637,-14.58760232,1,0
LPLI.JK,2019Q2,Software & Computer Services,-1.797524864,-2,1302124000000,285522000000,-12.10015528,4.010822855,1,0
LPPF.JK,2019Q2,Retailers,19.44525933,58,5220296000000,3484285000000,-39.14686896,1.747456474,1,0
LPPS.JK,2019Q2,Investment Banking and Brokerage Services,-1.337837909,-1,1187773490110,12633141010,-23.34232607,-98.78905625,1,0
LRNA.JK,2019Q2,Industrial Transportation,1.835076385,2,315475615370,46690269080,-62.27689586,31.45300159,1,0
LSIP.JK,2019Q2,Food Producers,0.374256673,0,10325202000000,1959544000000,-74.66999877,6.863456396,0,0
LTLS.JK,2019Q2,Chemicals,1.129132007,3,6192560000000,4305354000000,47.6573643,-3.394432297,0,0
LUCK.JK,2019Q2,Software & Computer Services,0.52118217,1,148253507540,22772285610,134.0882845,21.4492969,1,0
MAIN.JK,2019Q2,Food Producers,1.205484718,3,4599675653000,2604632078000,-14.59856284,20.55021917,0,0
MAMI.JK,2019Q2,Travel and Leisure,-0.014547794,0,994892026750,310061904480,55.69441176,-16.93120082,1,0
MAPA.JK,2019Q2,Retailers,5.892484449,9,3747569000000,1049938000000,25.42980089,23.31442879,1,0
MAPB.JK,2019Q2,Travel and Leisure,1.734399548,3,1943210000000,811162000000,20.33360456,21.5781451,1,0
MAPI.JK,2019Q2,Retailers,3.425523676,6,12781931000000,7015342000000,44.20979458,11.73509704,1,0
MARI.JK,2019Q2,Media,2.278593824,4,324612202270,125506971200,9.229524861,21.16354587,1,0
MARK.JK,2019Q2,Medical Equipment and Services,5.591488847,9,409550199660,153299637300,19.36314472,13.98084843,0,0
MASA.JK,2019Q2,Automobiles and Parts,-0.567887419,-1,7917964805000,3926383821750,59.04713204,-4.27416394,1,0
MBAP.JK,2019Q2,"Oil, Gas and Coal",5.857813518,8,2614713921250,694597298750,-13.71687106,17.9975301,0,0
MBSS.JK,2019Q2,Industrial Transportation,-0.319304228,0,3299145881250,992731696250,-44.79318472,5.924849433,1,0
MBTO.JK,2019Q2,Personal Goods,-2.829288928,-6,615222784520,331777804390,-24.46559523,-20.80596702,1,0
MCAS.JK,2019Q2,Software & Computer Services,1.988762318,2,1590635152340,891236508350,80.60042821,93.53458716,1,0
MDIA.JK,2019Q2,Media,0.182255243,0,5771774218000,3163466177000,-101.035413,-27.56283463,1,0
MDKA.JK,2019Q2,Industrial Metals and Mining,2.696624329,6,12561937952500,6961063328700,-7.983431708,129.5691584,1,0
MDKI.JK,2019Q2,Chemicals,0.714571246,1,931636000000,128581000000,5.747264639,-11.6534419,0,0
MDLN.JK,2019Q2,Real Estate Investment and Services Development,2.054895319,5,15739881399430,8588977859750,108.2557117,53.02371682,1,0
MEDC.JK,2019Q2,"Oil, Gas and Coal",-0.06157832,0,88501986036250,54560402239200,14.08320885,7.76760991,0,0
MERK.JK,2019Q2,Pharmaceuticals and Biotechnology,-0.517194201,-1,848785112000,723098704000,-41.69979521,-0.288517897,0,0
META.JK,2019Q2,Industrial Transportation,1.581061027,2,4280201725400,1791019556810,-25.08553351,-21.70743314,1,0
MFIN.JK,2019Q2,Finance and Credit Services,2.171824605,4,4160310000000,2054209000000,28.37514234,19.53928111,0,0
MFMI.JK,2019Q2,Industrial Support Services,3.231293795,4,278456689570,55312184550,14.33980191,-0.060114219,1,0
MGRO.JK,2019Q2,Food Producers,-0.673834099,-2,1166432336130,575502379900,-104.7357397,-12.34120984,0,0
MICE.JK,2019Q2,"Personal Care, Drug and Grocery Stores",0.455281053,1,1007267488460,338467383560,30.73519184,26.09153293,0,0
MIDI.JK,2019Q2,Retailers,1.167298633,5,5224658000000,4134673000000,12.68694019,7.077173552,1,0
MIKA.JK,2019Q2,Health Care Providers,3.536705129,4,5409751894550,1185677753940,20.72353085,16.19770919,0,0
MINA.JK,2019Q2,Real Estate Investment and Services Development,1.259462786,1,168606173410,2625467380,29.00497229,19.4093089,1,0
MIRA.JK,2019Q2,Industrial Transportation,0.395430857,1,353818214400,111244377020,-5.711178963,6.410888356,1,0
MKNT.JK,2019Q2,Telecommunications Equipment,-6.900291603,-30,746702661000,672607841120,-235.9445946,-27.73124088,0,0
MKPI.JK,2019Q2,Real Estate Investment and Services Development,1.482001058,2,6897398162870,1757457471860,-45.85072236,-5.924853429,1,0
MLBI.JK,2019Q2,Beverages,8.237617667,26,2804869000000,2281439000000,1.716659887,4.47527176,0,0
MLIA.JK,2019Q2,Construction and Materials,0.371831336,1,5246809678000,2926023476000,9.223162504,-38.77125843,0,0
MLPL.JK,2019Q2,Retailers,0.102075994,1,16511132000000,11989957000000,-106.0524432,-8.476203121,1,0
MLPT.JK,2019Q2,Software & Computer Services,1.35906342,4,2226049000000,1244200000000,17.37263207,36.54713377,1,0
MMLP.JK,2019Q2,Industrial Support Services,3.026930146,4,6091322807000,2317429594000,19.99407861,40.51338637,1,0
MNCN.JK,2019Q2,Media,3.778728105,6,17152089000000,6583776000000,20.7584302,13.34008566,1,0
MOLI.JK,2019Q2,Chemicals,0.499077667,1,1845018384000,827239802000,-18.68461949,-4.888532198,0,0
MPMX.JK,2019Q2,Automobiles and Parts,1.432792199,2,9625391000000,2712635000000,-21.14214351,5.013032055,1,0
MPOW.JK,2019Q2,Electricity,1.433142158,3,305344764000,152796641000,-4.294738734,-6.615701561,1,0
MPPA.JK,2019Q2,Retailers,-2.287549229,-10,5044620000000,4008106000000,-51.63112184,-31.65377012,1,0
MRAT.JK,2019Q2,Personal Goods,-0.486782089,-1,511369224870,146055608690,-140.5157289,-23.7343714,1,0
MSKY.JK,2019Q2,Media,-0.792924738,-2,4606390000000,2622675000000,-877.6633234,-7.183644437,1,0
MTDL.JK,2019Q2,Technology Hardware & Equipment,1.82003994,4,5166211000000,3270528000000,6.599325378,20.50141963,0,0
MTFN.JK,2019Q2,Investment Banking and Brokerage Services,0.222433397,35,1090264478120,1087072319170,-740.6993311,-51.48704743,1,0
MTLA.JK,2019Q2,Real Estate Investment and Services Development,2.599541948,4,5224297459000,1793470933000,-33.868432,22.62840301,1,0
MTRA.JK,2019Q2,Construction and Materials,1.294166207,2,259232611190,128158890550,108.7680677,-25.76860548,0,0
MTSM.JK,2019Q2,"Personal Care, Drug and Grocery Stores",-3.320841424,-4,73111516160,12131250590,-221.9261372,3.370934729,0,0
MYOH.JK,2019Q2,"Oil, Gas and Coal",1.902020497,3,2009432528750,572748356700,30.13031022,0.670672068,0,0
MYOR.JK,2019Q2,Food Producers,2.015747449,4,17681962890880,8529512555930,43.88784422,11.90293558,0,0
MYTX.JK,2019Q2,Personal Goods,-2.082726831,-17,3945923000000,3250817000000,18.77429223,-28.15473359,1,0
NASA.JK,2019Q2,Real Estate Investment and Services Development,-0.217539848,0,1165251493700,81256770640,-4.681925816,-84.23308839,1,0
NATO.JK,2019Q2,Travel and Leisure,0.263937085,0,809611497450,3340300340,-39.46215575,-18.79083585,1,0
NELY.JK,2019Q2,Industrial Transportation,2.321873097,3,511928847650,82189954610,-1.451333907,15.70193152,1,0
NFCX.JK,2019Q2,Software & Computer Services,2.887069405,4,694287438410,298747715620,714.5405978,180.2911629,1,0
NIKL.JK,2019Q2,Industrial Metals and Mining,0.131566303,0,1686183033750,1044526376250,-124.6168109,-15.86470113,1,0
NIPS.JK,2019Q2,Electronic and Electrical Equipment,2.237727227,5,1777956390000,811325733000,-197.4631789,15.56249306,1,0
NIRO.JK,2019Q2,Real Estate Investment and Services Development,-0.166720725,0,7901522277650,5845918634180,-221.7772067,5.977944272,1,0
NRCA.JK,2019Q2,Construction and Materials,1.872211859,4,2440107440270,1100735904200,-20.43475393,54.02621598,0,0
OASA.JK,2019Q2,Telecommunications Equipment,0.217678912,0,57572494180,8253560560,216.844871,5.506743232,0,0
OMRE.JK,2019Q2,Real Estate Investment and Services Development,-0.58923144,-1,4230978464570,432031887520,-10.00245851,12.54181108,1,0
PADI.JK,2019Q2,Investment Banking and Brokerage Services,1.699477181,2,545370655740,19951945020,8.857326088,557.8583721,1,0
PALM.JK,2019Q2,Food Producers,-0.997190215,-1,1924609345000,380515067000,-353.8774377,-69.22521234,0,0
PANR.JK,2019Q2,Travel and Leisure,-0.308847201,-1,1856179987000,1161203764000,-12.95449544,2.812759005,1,0
PANS.JK,2019Q2,Investment Banking and Brokerage Services,1.101673304,2,2282113996050,941405211860,-415.7649664,99.65706763,1,0
PBID.JK,2019Q2,General Industrials,1.906223818,3,2229738012000,693447793000,-14.44600294,5.356567404,1,0
PBRX.JK,2019Q2,Personal Goods,1.259325101,3,8987946691250,4951538983950,21.93271217,10.43152502,1,0
PBSA.JK,2019Q2,Construction and Materials,-0.057261251,0,701184353760,131672458570,126.4190319,3.448285229,0,0
PCAR.JK,2019Q2,Food Producers,-3.064785806,-4,112666861710,27071199510,-0.533335832,-63.50440554,0,0
PDES.JK,2019Q2,Travel and Leisure,1.295815158,3,462899674420,249230775050,-86.56637671,-15.41710385,1,0
PEGE.JK,2019Q2,Investment Banking and Brokerage Services,9.144130583,11,710211795910,141358933100,620.3938049,356.9327727,1,0
PGAS.JK,2019Q2,"Gas, Water and Multi-utilities",-0.000675565,0,102313303545000,69180924616050,-5.607305103,-5.974655733,0,0
PGLI.JK,2019Q2,Travel and Leisure,-0.240104962,0,87225369670,24114978240,63.88812614,-7.726859815,1,0
PICO.JK,2019Q2,General Industrials,0.194006607,1,852932442590,546687579100,0.968509572,13.48176052,1,0
PJAA.JK,2019Q2,Travel and Leisure,1.46328099,3,4041805961570,2353206616480,-26.95143836,8.695685372,1,0
PKPK.JK,2019Q2,"Oil, Gas and Coal",0.183227204,0,128175677000,72315866000,-88.61971461,-41.11295328,0,0
PLIN.JK,2019Q2,Travel and Leisure,1.663215905,3,5031131186000,4235005034000,93.52000233,3.17788155,1,0
PORT.JK,2019Q2,Industrial Transportation,-0.003598737,1,2238421842000,1132857630000,-25.05536975,28.09159828,1,0
POWR.JK,2019Q2,Electricity,2.106906666,4,18491737535000,9521978690250,9.196442191,2.547234597,1,0
PPRE.JK,2019Q2,Construction and Materials,1.311076268,3,6994775795170,4650389381110,6.443148004,3.209750418,0,0
PPRO.JK,2019Q2,Real Estate Investment and Services Development,0.62674002,2,17237767637880,11801512738690,-37.51326406,-17.42638655,1,0
PRAS.JK,2019Q2,Industrial Metals and Mining,0.295263016,1,1720351587500,925171449350,-42.67160928,-22.51731063,1,0
PRDA.JK,2019Q2,Medical Equipment and Services,1.743264045,2,1895462000000,356859000000,20.40366497,12.20230574,0,0
PSAB.JK,2019Q2,Travel and Leisure,0.094352972,0,13473533530000,8452793249550,32.37921364,30.52033984,1,0
PSDN.JK,2019Q2,Food Producers,-0.538309646,-6,845263456570,579428761880,11.20922168,-4.892678018,0,0
PSKT.JK,2019Q2,Travel and Leisure,-1.092629813,-1,467804850090,55470977470,-63.78080152,-15.81781855,1,0
PSSI.JK,2019Q2,Industrial Transportation,1.657443352,3,1846563368750,806186070000,34.51700457,22.26457993,1,0
PTBA.JK,2019Q2,"Oil, Gas and Coal",3.628397504,5,23412080000000,7536612000000,-30.45888352,10.50465165,0,0
PTIS.JK,2019Q2,General Industrials,0.083856273,0,530441210000,297773503750,-27.84252074,1.898581099,1,0
PTPP.JK,2019Q2,Construction and Materials,0.462928655,1,53504482053140,40695149265640,-18.07024826,-2.265364062,0,0
PTRO.JK,2019Q2,"Oil, Gas and Coal",0.84224475,2,7797169500000,5118320875000,-19.01566273,16.72377851,0,0
PTSN.JK,2019Q2,Electronic and Electrical Equipment,0.43414239,2,3737603820000,2736410260000,1.127909273,118.534096,1,0
PTSP.JK,2019Q2,Travel and Leisure,4.081152694,7,331299331000,169804881000,38.58063564,27.04698947,1,0
PWON.JK,2019Q2,Real Estate Investment and Services Development,3.036200737,5,25577309556000,12139308495000,33.90301354,3.699788257,1,0
PYFA.JK,2019Q2,Pharmaceuticals and Biotechnology,-0.0642896,0,184442804440,70493078640,14.52926321,-0.846332803,0,0
PZZA.JK,2019Q2,Travel and Leisure,3.014715504,5,1951148225220,731240807220,-2.412669038,12.58637604,1,0
RAJA.JK,2019Q2,"Gas, Water and Multi-utilities",0.772039486,1,2642911800000,2067684568950,-1.558075401,-0.083841859,0,0
RALS.JK,2019Q2,Retailers,8.897746573,13,6265710000000,2170233000000,0.268441073,-0.120003206,1,0
RANC.JK,2019Q2,"Personal Care, Drug and Grocery Stores",1.405056546,2,904618820260,388780517820,-2.350016988,1.748405796,0,0
RBMS.JK,2019Q2,Real Estate Investment and Services Development,-0.472605042,-1,816004881340,204326087180,-145.5361207,34.16958387,1,0
RELI.JK,2019Q2,Investment Banking and Brokerage Services,1.081373999,1,656392082880,140873029480,-19.72830879,176.5399719,1,0
RICY.JK,2019Q2,Personal Goods,-0.143442256,-1,1534752830730,996493046630,-27.63288672,64.72342351,1,0
RIGS.JK,2019Q2,Industrial Transportation,-15.51475241,-22,902227111500,305989556250,-892.6966667,3.626519653,1,0
RIMO.JK,2019Q2,Retailers,-1.054959367,-1,5931495055100,1078716858790,-189.8909115,823.1585912,1,0
RISE.JK,2019Q2,Real Estate Investment and Services Development,0.113712048,0,2330084714380,707673438290,-223.7231582,15.80630845,1,0
RMBA.JK,2019Q2,Tobacco,-0.545488652,-1,15661468000000,6513618000000,-89.15562868,9.943646499,1,0
RODA.JK,2019Q2,Real Estate Investment and Services Development,-0.287729407,0,3986825155330,1594176602080,1030.766967,37.14824825,1,0
ROTI.JK,2019Q2,Food Producers,0.510771029,1,4408257713500,1524858918620,546.567314,28.89587042,0,0
RUIS.JK,2019Q2,"Oil, Gas and Coal",0.643242537,2,1047727921390,593685392460,22.92039119,21.63032706,0,0
SAME.JK,2019Q2,Health Care Providers,0.026442783,0,2533007041550,1202092546920,-20.13592485,9.800695425,0,0
SCCO.JK,2019Q2,Electronic and Electrical Equipment,1.020767983,2,4318732115150,1309163053940,37.15134747,18.29838361,1,0
SCMA.JK,2019Q2,Media,4.244309767,6,6901397056000,1893652303000,-36.41773477,14.6258807,1,0
SCPI.JK,2019Q2,Pharmaceuticals and Biotechnology,0.523470665,1,1701108313000,1126081062000,-93.66150725,4.461288669,0,0
SDMU.JK,2019Q2,Industrial Transportation,-2.833252232,-5,347910575070,166963412830,-99.63977952,15.19741943,1,0
SDPC.JK,2019Q2,Pharmaceuticals and Biotechnology,0.291289226,2,1289456537020,1053986166840,5.407889486,18.73068149,0,0
SGRO.JK,2019Q2,Food Producers,-0.245902414,-1,9205998376000,5318053489000,-80.61537134,-8.926556849,0,0
SHID.JK,2019Q2,Travel and Leisure,-1.070796877,-2,1476397729830,554267309440,-76.37691634,-27.99200702,1,0
SHIP.JK,2019Q2,Industrial Transportation,1.617319348,4,3384599165000,2370665155950,66.74013968,42.45070333,1,0
SIDO.JK,2019Q2,Food Producers,4.889977142,5,3270931000000,304222000000,29.08687607,6.575048972,0,0
SILO.JK,2019Q2,Health Care Providers,0.021634139,0,7854207000000,1561798000000,568.5022026,18.89095209,0,0
SIMP.JK,2019Q2,Food Producers,-1.018853275,-2,35228131000000,20666308000000,-49.21851254,-6.619210823,0,0
SIPD.JK,2019Q2,Food Producers,0.770222788,2,2397208000000,1366679000000,327.7602524,32.76228801,0,0
SKBM.JK,2019Q2,Food Producers,-0.00678084,0,1707987012030,837468626650,-9.560899469,0.847453282,0,0
SKLT.JK,2019Q2,Food Producers,1.626114202,4,798532985220,407214672360,104.8844127,22.03877301,0,0
SMAR.JK,2019Q2,Food Producers,-0.690580123,-2,27333764000000,17013643000000,-177.9503362,-8.859119429,0,0
SMBR.JK,2019Q2,Construction and Materials,0.061990452,0,5582350664000,2126628542000,4.502670651,5.503727183,0,0
SMCB.JK,2019Q2,Construction and Materials,-0.820438104,-3,19036815000000,12902038000000,-165.393823,-6.731740661,0,0
SMDM.JK,2019Q2,Real Estate Investment and Services Development,0.743036216,1,3181607318440,1401652734900,40.77463793,13.69968986,1,0
SMDR.JK,2019Q2,Industrial Transportation,-5.977597976,-11,7821220985000,5160737543750,-2549.249034,-11.88551504,1,0
SMGR.JK,2019Q2,Construction and Materials,0.31352895,1,76983221895000,46703650944000,0.454524761,22.91252147,0,0
SMMT.JK,2019Q2,"Oil, Gas and Coal",2.190315774,3,843904441920,300890093090,558.5508504,79.86737217,0,0
SMRA.JK,2019Q2,Real Estate Investment and Services Development,0.472987189,2,23947342787000,16968182703000,7.272339381,9.84475266,1,0
SMRU.JK,2019Q2,Industrial Metals and Mining,-2.395472596,-5,1821593806820,899791829570,-9.828010084,3.231908858,1,0
SMSM.JK,2019Q2,Automobiles and Parts,4.176188418,6,2798580000000,866818000000,-1.013324771,-2.644987767,1,0
SOCI.JK,2019Q2,Industrial Transportation,0.551949328,1,9753468157500,4944012370050,95.84213153,20.23400954,1,0
SONA.JK,2019Q2,Travel and Leisure,1.238689335,2,1266045919460,464359940350,-85.61465503,-21.63537019,1,0
SOTS.JK,2019Q2,Real Estate Investment and Services Development,-2.357936078,0,450596315180,137325162390,30.63406356,-3.97038624,1,0
SPMA.JK,2019Q2,Industrial Materials,1.49565718,2,2205557092450,878300952160,61.9826204,16.0332242,1,0
SPTO.JK,2019Q2,Retailers,1.610951859,3,2665461972540,1477031345160,3.324419286,-1.53961574,1,0
SRAJ.JK,2019Q2,Health Care Providers,0.14220731,0,2871347531710,1025098119470,-139.3045704,43.11556041,0,0
SRIL.JK,2019Q2,Personal Goods,2.031630698,5,19884845022900,12190351612500,0.280632595,22.38190589,1,0
SRTG.JK,2019Q2,Investment Banking and Brokerage Services,9.244651386,12,23051197000000,4514322000000,-291.0129561,-326.6376391,1,0
SSIA.JK,2019Q2,Construction and Materials,-0.115146626,-1,7615311116120,3453694804450,-24.29400408,62.08904786,0,0
SSMS.JK,2019Q2,Food Producers,-1.147111359,-3,11244079099000,6961383609000,-41.71301981,-34.44666037,0,0
SSTM.JK,2019Q2,Personal Goods,-0.001421902,0,537498186840,336571879200,-871.214906,-3.186699605,1,0
STTP.JK,2019Q2,Food Producers,4.205722581,6,2587391235950,1050418697580,41.97332361,34.22520208,0,0
SUPR.JK,2019Q2,Telecommunications Service Providers,-0.155703655,-1,11080430000000,8115581000000,-11.41704488,-9.313232694,0,0
SURE.JK,2019Q2,"Oil, Gas and Coal",0.004230647,0,551914272860,437474124480,13400.08848,20.12340108,0,0
TALF.JK,2019Q2,General Industrials,0.365198324,0,1099052944140,167138754330,-40.93523399,-19.19819535,1,0
TAMU.JK,2019Q2,Industrial Transportation,-0.71396097,-1,1386183853750,699816941850,-317.2224851,-9.438950009,1,0
TARA.JK,2019Q2,Real Estate Investment and Services Development,0.027043701,0,1122869606030,78018263220,-52.25381774,-52.1218432,1,0
TBIG.JK,2019Q2,Telecommunications Equipment,0.593848748,5,29282800000000,25564983000000,6.682650702,9.984916696,0,0
TBLA.JK,2019Q2,Food Producers,0.942669098,3,16585480000000,11609861000000,-0.981955624,4.704074863,0,0
TBMS.JK,2019Q2,Industrial Metals and Mining,0.814050915,3,2405639343750,1774980270000,124.2444921,-18.90431711,1,0
TCID.JK,2019Q2,Personal Goods,0.902408031,1,2509930548990,584790467640,6.525466423,11.3645834,1,0
TCPI.JK,2019Q2,Industrial Transportation,2.762249801,6,2954035000000,1726084000000,33.42480855,12.77925906,1,0
TDPM.JK,2019Q2,Chemicals,1.307531928,3,4372933506250,2402231193000,162.5631927,72.12133941,0,0
TELE.JK,2019Q2,Telecommunications Equipment,0.149853874,0,8339085000000,4301875000000,52.02872797,-11.61578093,0,0
TFCO.JK,2019Q2,Chemicals,-0.004500139,0,4490448805000,390254090850,-109.5679675,-6.44997609,0,0
TGKA.JK,2019Q2,"Personal Care, Drug and Grocery Stores",3.523692465,9,2837509140310,1923957349660,77.15347852,10.39309664,0,0
TGRA.JK,2019Q2,Electricity,0.273987311,0,470822438120,161147873090,-659.3477936,139.5200205,1,0
TIFA.JK,2019Q2,Finance and Credit Services,0.663080047,3,1339998899000,984781141000,-4.285955614,-4.950663669,0,0
TINS.JK,2019Q2,Industrial Metals and Mining,-0.442166826,-1,20650448000000,11019884000000,372.857372,140.0041843,1,0
TIRA.JK,2019Q2,Industrial Engineering,-0.252318585,0,343587680810,183759960420,-172.7761675,25.07956035,1,0
TKIM.JK,2019Q2,Industrial Materials,1.908094816,4,42419861000000,23756649150000,33.10853747,-1.989492275,1,0
TLKM.JK,2019Q2,Telecommunications Service Providers,3.217037327,5,215699000000000,114003000000000,10.58098915,7.743950039,0,0
TMAS.JK,2019Q2,Industrial Transportation,1.49063915,4,2840964913350,1722469798910,13.38568869,8.940252025,1,0
TNCA.JK,2019Q2,Industrial Transportation,0.668101535,1,47600813640,7330475990,12.67040669,26.69180019,1,0
TOBA.JK,2019Q2,"Oil, Gas and Coal",2.559190007,4,7361586563750,4707385957950,-53.09037979,51.01091742,0,0
TOPS.JK,2019Q2,Construction and Materials,0.541837953,1,3320694823690,1891163241010,-33.86449834,-44.27765633,0,0
TOTL.JK,2019Q2,Construction and Materials,1.246392424,4,2981500726000,1957556234000,-16.93299165,-10.49042135,0,0
TOTO.JK,2019Q2,Construction and Materials,0.780613884,1,2766391375430,856311409370,-75.30181591,-20.88919489,0,0
TOWR.JK,2019Q2,Telecommunications Service Providers,2.073529256,6,26050647000000,15766649000000,2.100618569,7.179933614,0,0
